prompt_id,layer,flattened,output_rel_l2_shift,output_cosine_shift,entropy_baseline,entropy_intervened,entropy_shift,mean_maxprob_baseline,mean_maxprob_intervened
p007,3,True,1.5133458496278513,0.5743519067764282,0.29256466031074524,0.6047826409339905,0.31221798062324524,0.7729858756065369,0.416754812002182
p007,4,True,1.2559615119875434,0.5612030923366547,0.32811230421066284,0.5816266536712646,0.2535143494606018,0.7291572690010071,0.4587382376194
p007,5,True,1.2309333824865243,0.6307035684585571,0.3209235668182373,0.5779723525047302,0.2570487856864929,0.7326637506484985,0.4426023066043854
p007,6,True,1.2831160325504307,0.6106917560100555,0.3828769624233246,0.5643150806427002,0.1814381182193756,0.6604645252227783,0.4653286337852478
p007,7,True,1.12093535230085,0.5045170783996582,0.34826815128326416,0.5468612313270569,0.19859308004379272,0.7226438522338867,0.5209577083587646
p007,8,True,1.1202096978010598,0.47954511642456055,0.3281516134738922,0.5108301043510437,0.1826784908771515,0.7319613695144653,0.5428040027618408
p007,9,True,1.205760709612737,0.527674674987793,0.3425658345222473,0.5646403431892395,0.2220745086669922,0.7057937979698181,0.4657582938671112
p007,10,True,1.260391145677698,0.49517130851745605,0.27847230434417725,0.4864460825920105,0.20797377824783325,0.7740351557731628,0.5653828978538513
p007,11,True,1.1870823616695876,0.48822611570358276,0.2267780750989914,0.4710111916065216,0.2442331165075302,0.8251343369483948,0.5915761590003967
p007,12,True,1.2749702786137047,0.49925339221954346,0.22094231843948364,0.44623327255249023,0.2252909541130066,0.8253535628318787,0.6073310971260071
p007,13,True,1.2922712272261296,0.5289525091648102,0.20951879024505615,0.3972148597240448,0.18769606947898865,0.8351863026618958,0.6566179990768433
p007,14,True,1.4072840563755715,0.4148780107498169,0.21002838015556335,0.4266737401485443,0.21664535999298096,0.8252014517784119,0.6304621696472168
p007,15,True,1.0281059145795741,0.3861083984375,0.23083460330963135,0.5060164928436279,0.2751818895339966,0.8020279407501221,0.5365870594978333
